Computer date,Tree ID,Date,Maple Species,Maple Code,Latitude,Longitude,Concrete,Concrete Code,Habitat,Habitat Code,Shade ,Shade Code,Tree Circumference_in,Damage,Other Comments,Leaf Color,Leaf Color Code,Leaves Dropping,Leaf Drop Code,Fruit,Fruit Code
09/30/2016 - 2:24pm,48,9/30/16,Sugar Maple,4,44.605362,-75.167645,Yes,2,School lawn,5,Shaded (less than 2hr per day of direct sun),3,35,,Name: Little Jimmy,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/23/2016 - 12:56pm,210,10/3/16,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,33,NO,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 8:50am,78,10/4/16,Sugar Maple,4,44.7,-74.5,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,54,Maple moth cutter put holes in the leaves,the trees name is charles,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 1:51pm,268,10/4/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,15,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 9:08am,270,10/4/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,26,,Taller then the other trees few dead branches ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 8:49am,76,10/4/16,Sugar Maple,4,44.679477,-74.545545,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,22,maple leaf cutter moth,his name is Jimmy,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:10pm,221,10/4/16,Red Maple,2,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,27,broken branch,Bobby joe is our is our tree name ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 8:48am,212,10/4/16,Sugar Maple,4,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,20,missing limb hole in tree trunk,Its name is Maple,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:09pm,218,10/4/16,Sugar Maple,4,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,22,,No,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:12pm,219,10/4/16,Sugar Maple,4,44.824403,-70.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,28,LEAVES ARE FALLING,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:09pm,222,10/4/16,Sugar Maple,4,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,32,no,name is margret,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:15pm,223,10/4/16,Sugar Maple,4,44.824403,-74.57345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,45,brken braches tap hole,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:11pm,224,10/4/16,Sugar Maple,4,44.82403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,56,not bad,Located by a deer jaw bones.,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/04/2016 - 1:10pm,220,10/4/16,Sugar Maple,4,44.824403,-74.51345,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,27,broken branch,Our trees name is willy,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 8:59am,229,10/5/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,49,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:37am,16,10/5/16,Sugar Maple,4,44.49265,-74.30591,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,33,tigw broke moss 3 tap holes slanted,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 9:02am,211,10/5/16,Sugar Maple,4,44.824019,-73.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,82,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 8:57am,228,10/5/16,Sugar Maple,4,44.824019,-74.516411,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,46,none,"This tree is located in the woods.

",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:29am,202,10/5/16,Red Maple,2,44.824089,-74.515041,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,34,holes and scratches,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 8:59am,232,10/5/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,44,Bark loss and 3 broken limbs up high.,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:29am,13,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,22,missing littie branches,The Name is Fred,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 1:00pm,20,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,41,small holes,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 1:07pm,28,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,looks like a branch will fall,NO,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 9:01am,230,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,31,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:28am,239,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,28,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 1:03pm,,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,54,"holes,bark coming off,broken branches and dead leaves",,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:30am,,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,24,,no,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 1:04pm,25,10/5/16,Sugar Maple,4,44.824019,-74.516411,No,1,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,37,maple leaf cuter eating leafs,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/05/2016 - 10:29am,233,10/5/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,35,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 1:29pm,264,10/6/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,54,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 12:06pm,262,10/6/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,3,dead leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/04/2016 - 8:27am,263,10/6/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,29,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 1:27pm,263,10/6/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,29,fungus and dead lims,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 8:34am,2,10/11/16,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,28,none,none,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 11:35am,36,10/11/16,Sugar Maple,4,44.611451,-75.169559,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,53,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 8:55am,78,10/11/16,Sugar Maple,4,44.7,-74.5,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,54,Maple moth cutter put holes in the leaves,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 8:53am,76,10/11/16,Sugar Maple,4,44.679477,-74.545545,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,22,maple leaf cutter moth,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 10:54am,25,10/11/16,Sugar Maple,4,44.611455,-75.169544,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,40,nune,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 2:23pm,45,10/11/16,Sugar Maple,4,44.605323,-75.167859,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,n/a,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 2:22pm,48,10/11/16,Sugar Maple,4,44.605362,-75.167645,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,35,no,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 8:23am,,10/14/16,Norway Maple,1,44.774797,-74.987284,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,8,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/17/2016 - 8:12am,76,10/17/16,Sugar Maple,4,44.679465,-74.545541,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,22,maple leaf cutter moth,"name is margett

",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
01/19/2017 - 1:46pm,252,10/17/16,Sugar Maple,4,44.36269,-75.203391,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,16,none,are tree is name breeach                       ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
01/19/2017 - 1:46pm,253,10/17/16,Sugar Maple,4,44.363453,-75.203058,Yes,2,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,4,Still rotting,are tree is name breeach                       ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/18/2015 - 3:15pm,,10/18/16,Sugar Maple,4,44.427734,-75.151846,Yes,2,Home lawn,2,Open (more than 5hr per day of direct sun),1,17,none,it has likens on it. ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
02/01/2017 - 1:13pm,241,10/18/16,Sugar Maple,4,44.361365,-75.200554,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,47,none,no leave,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 8:25am,269,10/20/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,26,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/24/2016 - 8:20am,75,10/24/16,Sugar Maple,4,44.679465,-74.545541,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,22,Maple Leaf Cutter Moth holes,Tree name is Margret ,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 1:44pm,261,10/28/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,41,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 8:29am,6,11/1/16,Sugar Maple,4,44.61138,-75.169528,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Open (more than 5hr per day of direct sun),1,31,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 11:30am,29,11/1/16,Sugar Maple,4,44.61078,-75.116951,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,31,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 11:35am,34,11/1/16,Sugar Maple,4,44.611236,-75.169032,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,39,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 2:22pm,45,11/1/16,Sugar Maple,4,44.605323,-75.167859,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,37,,"Tapped last spring, but not for several years before that. ",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 8:29am,7,11/1/16,Sugar Maple,4,44.61138,-75.169582,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,9,,young healthy tree,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/01/2016 - 9:24am,15,11/2/16,Sugar Maple,4,44.61,-75.16,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,23,,I have no previous knowledge about the tree. I suspect that it may have been planted a few years ago when Johnson Hall of Science was finished being built. It doesn't appear to have been tapped for sugar recently.,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 1:46pm,261,11/4/16,Silver Maple,3,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,41,,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
02/01/2017 - 1:14pm,241,11/4/16,Sugar Maple,4,44.361365,-75.200554,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,47,none,,Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/22/2016 - 8:25am,264,11/22/16,Norway Maple,1,44.774797,-74.987287,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,14,NO disease or damage.,"It is close to two buildings, the street and a side walks. Also has had several limbs cut off/pruned in the past",Early:  Only a few leaves have turned color (less than 10%),1,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/15/2014 - 3:40pm,,9/16/14,Sugar Maple,4,,,Yes,2,Home lawn,2,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 1:28pm,,9/17/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Broken/Missing Limbs,our tree is very big and old.,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 1:28pm,,9/17/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Moldy leaves,our tree is very big and old.,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 8:01am,,9/18/14,Sugar Maple,4,,,No,1,City or Community Park (developed),1,Shaded (less than 2hr per day of direct sun),3,,none,"pretty good as far as health goes 

all of the leaves have changed 

magnificent

tall and big",Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 1:35pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 8:39am,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,"None, a little not at he bottom","Tall, leafy",Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/24/2014 - 8:40am,,9/24/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,,,Tall and leafy,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/14/2014 - 1:26pm,,10/17/14,Red Maple,2,,,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,tastey,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/08/2015 - 9:22am,62,9/8/15,Red Maple,2,44.56,-74.95,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,14,,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/02/2015 - 10:57am,24,10/2/15,Sugar Maple,4,44.611412,-75.169456,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Shaded (less than 2hr per day of direct sun),3,4,There is one branch broken.,none,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/06/2015 - 10:30am,62,10/6/15,Silver Maple,3,44.558055,-74.94745,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,14,Scars,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/19/2015 - 12:53pm,41,10/19/15,Sugar Maple,4,44.608917,-75.121201,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,27,,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/11/2016 - 10:54am,22,10/11/16,Sugar Maple,4,44.611465,-75.169554,Yes,2,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,32,none,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
12/14/2016 - 8:59am,234,12/14/16,Red Maple,2,44.824019,-74.516411,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,39,,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
10/27/2016 - 8:47am,233,10/27/17,Red Maple,2,44.824019,-71.516411,No,1,School lawn,5,Partially Shaded (2-5hr per day of direct sun),2,25,none,,Late:  Most or all leaves have turned color (more than 90%),3,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/20/2013 - 9:02am,,9/20/13,,,,,Yes,2,School paved area,6,Open (more than 5hr per day of direct sun),1,,None,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/23/2013 - 12:17pm,,9/22/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,Some of the branches are in direct contact with a power line. ,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
11/11/2013 - 1:47pm,,10/1/13,,,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 2:20pm,,9/17/14,Norway Maple,1,,,Yes,2,School lawn,5,Open (more than 5hr per day of direct sun),1,,Black spots on leaves,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/18/2014 - 11:28am,,9/17/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,broken limbs,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/18/2014 - 8:33am,,9/17/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,broken and missing limbs ,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/18/2014 - 8:31am,,9/18/14,Sugar Maple,4,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,BROKEN LIMBS,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 1:34pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,none,,Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 1:37pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,Chop mark at the base of the tree.,"what are the bumps called

",Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
09/19/2014 - 2:53pm,,9/19/14,Red Maple,2,,,No,1,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",3,Partially Shaded (2-5hr per day of direct sun),2,,There were a few broken limbs but overall it was a pretty healthy tree.,"what are the bumps called

",Middle: Many leaves have turned color,2,Early:  Only a few leaves have dropped (less than 10%),1,None:  Tree is not fruiting this year,0
