Computer date,Date,Tree ID Number ,Maple Species,Latitude,Longitude,Concrete,Habitat,Shading,Circumference_in,Tree health,Leaf buds,Leaves unfolded,Flowers
05/08/2015 - 1:29pm,5/8/15,,,44.611188,-75.169001,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),15,,no,no,no
05/08/2015 - 1:30pm,5/8/15,,,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),6.5,yes,yes,yes,no
05/08/2015 - 1:30pm,5/8/15,,,44.611434,-75.169531,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,ya,yes,yes,no
05/08/2015 - 1:31pm,5/8/15,,,44.611436,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),3.5,yes,no,yes,no
05/08/2015 - 1:31pm,5/8/15,,,44.608917,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),26,yes but some branches are broke,yes,yes,no
05/08/2015 - 1:34pm,3/8/15,,,44.611451,-75.169559,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),35,,yes,yes,no
05/08/2015 - 2:14pm,5/8/15,,,44.605492,-75.167624,Yes,School lawn,Shaded (less than 2hr per day of direct sun),136,YES,yes,yes,no
05/12/2015 - 1:20pm,5/7/15,,,44.597023,-75.170246,Yes,Home lawn,Partially Shaded (2-5hr per day of direct sun),41,,no,yes,no
05/20/2015 - 8:30am,12/5/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,yes,yes,yes,no
05/20/2015 - 8:30am,5/20/15,,,44.611187,-75.169034,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),8,yes,yes,yes,no
05/20/2015 - 8:31am,5/20/15,,,44.610246,-75.169979,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,,yes,yes,no
05/20/2015 - 8:32am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.610793,-75.170487,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),40,broken and dead limbs,yes,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44.5,yes,no,yes,no
05/20/2015 - 8:33am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,,yes,yes,no
05/20/2015 - 8:34am,5/20/15,,,44.36344,-75.10157,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23.5,yes,yes,yes,no
05/20/2015 - 8:35am,5/20/15,,,44.611399,-75.169526,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),24.5,couple branches don't have leaves,yes,yes,no
05/20/2015 - 8:35am,5/20/15,,,44.6111449,-75.169515,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),9,,yes,yes,no
05/20/2015 - 8:36am,5/20/15,,,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),37.5,yes,no,yes,no
05/20/2015 - 8:37am,5/20/15,,,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),3.8,yes,no,no,no
05/20/2015 - 11:34am,5/20/15,,,44.611477,-75.169512,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),30.5,yes,yes,yes,no
05/20/2015 - 11:36am,5/20/15,,,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),30,yes,yes,yes,no
05/20/2015 - 11:37am,5/20/15,,,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4.5,"Yes 1 Brocken branch

Bye the way... It's Gretchen's birthday <3 :D

                  ",yes,yes,no
05/20/2015 - 11:37am,5/20/15,,,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),6,"Yes, it does.",yes,yes,no
05/20/2015 - 11:37am,5/20/15,,,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),18,,no,yes,no
05/20/2015 - 11:38am,5/20/15,,,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),22,Yes,no,yes,no
05/20/2015 - 11:39am,5/20/15,,,44.611465,-75.169554,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),33,yes,yes,yes,no
05/20/2015 - 11:39am,5/20/15,,,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,Yes however it has a missing limb,yes,yes,no
05/20/2015 - 11:39am,5/20/15,,,44.61146,-75.169603,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),17,yes,yes,yes,no
05/20/2015 - 11:39am,5/20/15,,,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/20/2015 - 12:53pm,5/20/15,,,44.61029,-75.170224,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,,yes,yes,no
05/20/2015 - 12:53pm,5/20/15,,,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/20/2015 - 12:53pm,5/20/15,,,44.611455,-75.169544,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),9,,yes,yes,no
05/20/2015 - 12:53pm,5/20/15,,,44.611203,-75.169027,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),14,YES!!!!,no,yes,no
05/20/2015 - 12:53pm,5/20/15,,,44.160527,-75.169689,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,yes,yes,yes,no
05/20/2015 - 12:55pm,5/20/15,,,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,,yes,yes,no
05/20/2015 - 12:55pm,5/20/15,,,44.611451,-75.169546,No,School lawn,Shaded (less than 2hr per day of direct sun),34,,yes,yes,no
05/20/2015 - 12:57pm,5/20/15,,,44.61078,-75.1169508,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),2.5,yes,yes,yes,no
05/20/2015 - 12:57pm,4/20/15,,,44.36412,-75.10104,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),24,Yes,yes,yes,no
05/20/2015 - 12:58pm,5/20/15,,,44.611458,-75.169593,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),8,,yes,yes,no
05/20/2015 - 1:40pm,5/20/15,,,44.611436,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),42,yes,yes,yes,no
05/20/2015 - 1:41pm,5/20/15,,,44.611459,-75.16959,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),40,yes,yes,yes,no
05/20/2015 - 1:42pm,5/20/15,,,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),6.5,yes,yes,yes,no
05/20/2015 - 1:42pm,5/20/15,,,44.611188,-75.169001,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),13,,no,yes,no
05/20/2015 - 1:43pm,5/20/15,,,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,yes,yes,no
05/20/2015 - 1:43pm,5/20/15,,,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48.5,Yes.,no,no,no
05/20/2015 - 1:44pm,5/20/15,,,44.608917,-75171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),26,yes,yes,yes,no
05/20/2015 - 1:45pm,5/20/15,,,44.611451,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),26,,yes,yes,no
05/20/2015 - 2:10pm,5/20/15,,,44.605511,-75.167999,Yes,School lawn,Open (more than 5hr per day of direct sun),66,yes,yes,yes,no
05/20/2015 - 2:12pm,5/20/15,,,44.605696,-75.167442,Yes,School lawn,Open (more than 5hr per day of direct sun),98,,no,yes,no
05/20/2015 - 2:14pm,5/20/15,,,44.606298,-75.167596,Yes,School lawn,Open (more than 5hr per day of direct sun),22,"Yes, very much so!",no,yes,no
05/20/2015 - 2:17pm,4/20/15,,,44.6095995,-75167856,Yes,School lawn,Open (more than 5hr per day of direct sun),67,yes,yes,yes,no
05/20/2015 - 2:19pm,5/20/15,,,44.605323,-75.167859,Yes,School lawn,Open (more than 5hr per day of direct sun),78.5,,no,yes,no
04/15/2016 - 8:06am,4/5/16,,Red Maple,44.931608,-74.866565,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),84,Yes.  no damage.,yes,no,no
04/15/2016 - 8:10am,4/5/16,,Norway Maple,44.931699,-74.866865,Yes,School lawn,Open (more than 5hr per day of direct sun),30,perfectly healthy.,no,no,no
04/15/2016 - 8:26am,4/5/16,,Red Maple,44.931729,-74.866672,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),96,moss on trunk,no,no,no
04/15/2016 - 9:04am,4/5/16,,Red Maple,44.931166,-74.867122,Yes,School lawn,Open (more than 5hr per day of direct sun),96,moss on tree,yes,no,no
04/15/2016 - 10:50am,4/15/16,20,Sugar Maple,44.611952,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,broken branches/limbs missing,no,no,no
04/15/2016 - 10:51am,4/15/16,23,Sugar Maple,44.575389,-75.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,no,no,no
04/15/2016 - 10:51am,4/16/16,13,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,"broken/missing limbs, dead top",no,no,no
04/15/2016 - 10:51am,4/15/16,22,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,Branch is partially broken,no,no,no
04/15/2016 - 10:51am,4/15/16,24,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4,"Yes, although there is one broken off branch that is starting to rot.",no,no,no
04/15/2016 - 10:51am,4/15/16,14,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,Yes,no,no,no
04/15/2016 - 10:52am,4/15/16,17,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),5435,,no,no,no
04/15/2016 - 10:52am,4/15/16,16,Sugar Maple,44.6,-75.2,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,No. It has a broken limb,no,no,no
04/15/2016 - 10:53am,4/15/16,,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),46.75,"Yes, some missing limbs though.",no,no,no
04/15/2016 - 10:54am,4/15/16,18,Sugar Maple,44.611477,-75.169512,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31.5,,no,no,no
04/15/2016 - 10:54am,4/15/16,15,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),50,yes,no,no,no
04/15/2016 - 11:05am,4/5/16,,Silver Maple,44.931052,-74.866786,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),90,some dead branches,yes,no,no
04/15/2016 - 11:31am,4/15/16,,Sugar Maple,44.611202,-75.169027,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),12,yes,no,no,no
04/15/2016 - 11:31am,4/15/16,31,Sugar Maple,44.36412,-73.10104,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),45,Yes,yes,no,no
04/15/2016 - 11:31am,4/15/16,25,Sugar Maple,44.611455,-76.169544,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),9,,no,no,no
04/15/2016 - 11:31am,4/15/16,32,Sugar Maple,44.61078,-75.116568,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),43,yes,no,no,no
04/15/2016 - 11:31am,4/15/16,30,Sugar Maple,44.61029,-75.070224,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,Yes,no,no,no
04/15/2016 - 11:31am,4/15/16,26,Sugar Maple,44.611458,-76.169593,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),7,Yes; Scratch from animal,yes,no,no
04/15/2016 - 11:32am,4/15/16,28,Sugar Maple,44.611443,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,,no,no,no
04/15/2016 - 11:33am,4/15/16,,Sugar Maple,44.611735,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,moss,yes,no,no
04/15/2016 - 11:35am,4/15/16,34,Sugar Maple,44.611451,-75.169546,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),35,yes,no,no,no
04/15/2016 - 12:29pm,4/15/16,,Red Maple,44.931018,-74.867305,Yes,School paved area,Open (more than 5hr per day of direct sun),65,"fungus, broken branches with no bark.",yes,no,no
04/15/2016 - 12:33pm,4/5/16,,Red Maple,44.931849,-74.866442,Yes,School lawn,Open (more than 5hr per day of direct sun),121,"some damages, dead branches with missing bark and insect holes",no,no,no
04/15/2016 - 12:49pm,4/15/16,43,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),4,Yeah,no,no,no
04/15/2016 - 12:49pm,4/15/16,36,Sugar Maple,44.611151,-75.169559,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),26,yes,no,no,no
04/15/2016 - 12:49pm,4/15/16,42,Sugar Maple,44.611236,-75.169032,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),38,"Yes, except for some moss and broken branches.",no,no,no
04/15/2016 - 12:49pm,4/15/16,40,Sugar Maple,44.610247,-75.169787,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,,no,no,no
04/15/2016 - 12:50pm,4/15/16,37,Sugar Maple,44.611433,-75.169584,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),17,Yes,no,no,no
04/15/2016 - 12:50pm,4/15/16,38,Sugar Maple,44.611188,-75.169001,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),14,yes,no,no,no
04/15/2016 - 12:50pm,4/5/16,,Red Maple,44.931081,-74.867121,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),36,missing some bark on branches,no,no,no
04/15/2016 - 12:50pm,4/15/16,41,Sugar Maple,44.608917,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,yes.,no,no,no
04/15/2016 - 12:51pm,4/15/16,44,Sugar Maple,44.611459,-75.16959,No,Other,Open (more than 5hr per day of direct sun),42,,no,no,no
04/15/2016 - 12:51pm,4/15/16,35,Sugar Maple,44.61136,-75.16954,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),37.5,yes,no,no,no
04/15/2016 - 12:52pm,4/15/16,39,Sugar Maple,44.611434,-75.169531,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),39,"other than a single dead branch , yes beyond fine

",yes,no,no
04/15/2016 - 1:02pm,4/5/16,,Norway Maple,44.931071,-74.866797,Yes,School lawn,Open (more than 5hr per day of direct sun),60,yes,no,no,no
04/15/2016 - 1:06pm,4/5/16,,Norway Maple,44.931289,-74.866899,Yes,School lawn,Open (more than 5hr per day of direct sun),69.5,Broken Branches,no,no,no
04/15/2016 - 1:09pm,4/5/16,,Red Maple,44.931185,-74.866818,Yes,School lawn,Open (more than 5hr per day of direct sun),94,Dead branches,no,no,no
04/15/2016 - 1:33pm,4/5/16,,Red Maple,44.93105,-74.867313,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),73,some moss on the trunck,no,no,no
04/15/2016 - 1:57pm,4/5/16,,Sugar Maple,44.93186,-74.866329,Yes,School lawn,Open (more than 5hr per day of direct sun),97,yes,no,no,no
04/15/2016 - 2:12pm,4/15/16,49,Norway Maple,44.606267,-75.167331,Yes,School lawn,Open (more than 5hr per day of direct sun),50.5,yes,no,no,no
04/15/2016 - 2:13pm,4/15/16,54,Norway Maple,44.60581,-75.167953,Yes,School lawn,Open (more than 5hr per day of direct sun),85,has a missing limb on the right side,no,no,no
04/15/2016 - 2:13pm,4/15/16,,Silver Maple,44.605511,-75.167999,Yes,School lawn,Open (more than 5hr per day of direct sun),70,yes but has fungi,yes,no,no
04/15/2016 - 2:14pm,4/15/16,Canton 46,Norway Maple,44.605492,-75.167624,Yes,School lawn,Open (more than 5hr per day of direct sun),87,Little Fungi,yes,yes,no
04/15/2016 - 2:15pm,4/15/16,,Sugar Maple,44.605362,-75.167645,Yes,School garden,Partially Shaded (2-5hr per day of direct sun),106,Moss and broken branches,no,no,no
04/15/2016 - 2:15pm,4/15/16,,Sugar Maple,,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),9,yes,yes,no,no
04/15/2016 - 2:15pm,4/15/16,53,Norway Maple,44.605998,-75.167856,Yes,School lawn,Open (more than 5hr per day of direct sun),72,yes,no,no,no
04/15/2016 - 2:15pm,4/15/16,52,Norway Maple,44,,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),44,,yes,no,no
04/15/2016 - 2:16pm,4/14/16,56,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,,no,no,no
04/15/2016 - 2:16pm,4/15/16,55,Red Maple,44.605696,-75.167442,Yes,School lawn,Open (more than 5hr per day of direct sun),104,,no,no,no
04/15/2016 - 3:36pm,4/5/16,,Red Maple,44.931821,-74.866463,Yes,School garden,Partially Shaded (2-5hr per day of direct sun),99,bark broken,yes,no,no
04/20/2016 - 10:03am,4/20/16,62,Silver Maple,44.557125,-74.945713,Yes,School lawn,Open (more than 5hr per day of direct sun),16,yes,yes,no,no
04/20/2016 - 10:04am,4/20/16,64,Silver Maple,44.557572,-74.946624,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),30,Yes.,no,no,no
04/20/2016 - 10:04am,4/20/16,66,Silver Maple,44.5581,-74.9475,Yes,School lawn,Partially Shaded (2-5hr per day of direct sun),32,"Yes, very!",no,no,no
04/20/2016 - 10:07am,4/20/16,63,Silver Maple,44.33267,-74.56182,No,School lawn,Open (more than 5hr per day of direct sun),23,yes,no,no,no
04/21/2016 - 8:39am,4/21/16,9,Sugar Maple,,,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),9,Yes,yes,no,no
04/21/2016 - 8:40am,4/21/16,12,Sugar Maple,44.344,-75.157,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),24,yes,no,no,no
04/21/2016 - 8:41am,4/21/16,10,Sugar Maple,44.610246,-75.169679,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),32,Yes,no,no,no
04/21/2016 - 8:41am,4/21/16,,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),46,There are missing limbs and branches.,no,no,no
04/21/2016 - 8:41am,4/21/16,1,Sugar Maple,44.611187,-75.169034,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),33,no,no,no,no
04/21/2016 - 8:41am,4/21/16,1,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48,Yes there is no damage,no,no,no
04/21/2016 - 8:42am,4/21/16,8,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),48.5,Yes,no,no,no
04/21/2016 - 8:42am,4/21/16,,Sugar Maple,44.61138,-76.16982,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),33,yes but has a fallen tree on it,no,no,no
04/21/2016 - 8:42am,4/21/16,2,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),27,"Has A little of moss at the bottom of it and maybe A couple dead limbs, But it looks healthy.",no,no,no
04/21/2016 - 8:42am,4/21/16,7,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,yes,no,no,no
04/21/2016 - 8:42am,4/21/16,3,Sugar Maple,44.594168,-75.149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),19,split at bottom,no,no,no
04/21/2016 - 10:52am,4/21/16,24,Sugar Maple,44.611412,-75.169456,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),4,Yes,no,no,no
04/21/2016 - 10:52am,4/21/16,13,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,"broken limbs, dead top",no,no,no
04/21/2016 - 10:52am,4/21/16,22,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),21,Broken branch,yes,no,no
04/21/2016 - 10:52am,4/21/16,19,Sugar Maple,44.6146,-75.169603,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),17.25,yes,no,no,no
04/21/2016 - 10:52am,4/21/16,17,Sugar Maple,44.611465,-75.169554,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),5432,,no,no,no
04/21/2016 - 10:54am,4/21/16,,Sugar Maple,44.610277,-75.169802,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,,no,no,no
04/21/2016 - 10:54am,4/21/16,16,Sugar Maple,44.6,-75.1,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),52,Broken/Missing Limbs,no,no,no
04/21/2016 - 10:55am,4/21/16,14,Sugar Maple,44.611452,-75.16935,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Broken branches,no,no,no
04/21/2016 - 10:55am,4/21/16,23,Sugar Maple,44.575389,-78.1361,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),25,yes,no,no,no
04/21/2016 - 10:55am,4/21/16,20,Sugar Maple,44.611952,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),34,YES,no,no,no
04/21/2016 - 10:56am,4/21/16,18,Sugar Maple,44.611477,-75169512,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),33,yes,no,no,no
04/21/2016 - 10:56am,4/21/16,15,Sugar Maple,44.594168,-75.149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,yes,no,no,no
04/21/2016 - 11:35am,4/21/16,31,Sugar Maple,45.36412,-75.10104,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),45,,no,no,no
04/21/2016 - 11:35am,4/21/16,30,Sugar Maple,44.61029,-75.170224,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),51,,no,no,no
04/21/2016 - 11:36am,4/21/16,29,Sugar Maple,44.611203,-75.169027,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),12,yes,no,no,no
04/21/2016 - 11:36am,4/21/16,25,Sugar Maple,44.611455,-75.169544,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),9,,yes,no,no
